"","area","rooms","suites","bathrooms","parkings","price","neighborhood"
"608",148,"3","1","3","1",1450000,"JA"
"609",140,"3","1","3","1",1500000,"JA"
"610",400,"4","4","6","4",5500000,"JA"
"611",235,"4","--","1","1",2300000,"JA"
"612",245,"3","3","6","3",3590000,"JA"
"613",154,"3","1","3","1",1600000,"JA"
"614",263,"4","4","6","3",3e+06,"JA"
"615",130,"2","2","3","1",1484000,"JA"
"616",180,"3","1","2","2",2e+06,"JA"
"617",112,"3","1","4","1",1500000,"JA"
"618",170,"3","1","3","1",2350000,"JA"
"619",250,"3","3","4","2",3390000,"JA"
"620",235,"4","2","6","4",5790000,"JA"
"621",149,"3","1","3","1",1690000,"JA"
"622",250,"3","1","2","1",2500000,"JA"
"623",130,"3","1","2","2",1450000,"JA"
"624",203,"3","3","4","2",3150000,"JA"
"625",138,"3","1","3","1",1490000,"JA"
"626",323,"3","3","4","3",2800000,"JA"
"627",183,"3","1","4","3",2400000,"JA"
"628",258,"3","3","5","3",3600000,"JA"
"629",89,"2","1","3","1",850000,"JA"
"630",120,"3","1","2","1",1780000,"JA"
"631",402,"3","3","5","3",5850000,"JA"
"632",207,"2","1","5","2",2800000,"JA"
"633",300,"3","1","4","2",3800000,"JA"
"634",155,"3","1","4","1",1850000,"JA"
"635",142,"3","1","3","1",1450000,"JA"
"636",122,"3","1","3","1",1650000,"JA"
"637",84,"2","--","2","1",1050000,"JA"
"638",153,"3","1","3","1",2138000,"JA"
"639",150,"2","1","3","1",1500000,"JA"
"640",203,"3","3","3","2",3150000,"JA"
"641",115,"3","1","3","1",1350000,"JA"
"642",140,"3","1","3","1",1200000,"JA"
"643",135,"2","1","2","1",1650000,"JA"
"644",100,"2","--","2","1",970000,"JA"
"645",300,"4","2","4","2",3900000,"JA"
"646",96,"3","1","3","1",850000,"JA"
"647",111,"2","1","2","1",1490000,"JA"
"648",220,"3","1","3","2",1900000,"JA"
"649",168,"3","1","1","1",1500000,"JA"
"650",288,"4","2","3","4",3400000,"JA"
"651",158,"3","--","2","1",1450000,"JA"
"652",150,"3","1","3","1",1150000,"JA"
"653",180,"3","1","3","1",1700000,"JA"
"654",182,"4","1","4","3",3100000,"JA"
"655",151,"2","1","2","1",1900000,"JA"
"656",70,"2","2","3","2",1150000,"JA"
"657",154,"3","1","3","1",1600000,"JA"
"658",166,"4","1","4","1",1810000,"JA"
"659",323,"5","2","6","3",2800000,"JA"
"660",142,"3","1","4","2",1700000,"JA"
"661",188,"3","1","3","1",1600000,"JA"
"662",170,"3","1","4","1",1800000,"JA"
"663",230,"4","3","6","4",3360000,"JA"
"664",196,"3","1","4","2",3500000,"JA"
"665",187,"3","1","4","1",2350000,"JA"
"666",150,"3","2","3","3",2900000,"JA"
"667",214,"3","3","5","3",3200000,"JA"
"668",190,"3","3","5","3",2300000,"JA"
"669",120,"2","1","3","1",1600000,"JA"
"670",132,"3","1","3","2",1500000,"JA"
"671",203,"3","1","4","2",2e+06,"JA"
"672",188,"4","4","6","3",3380000,"JA"
"673",140,"3","1","4","1",1700000,"JA"
"674",156,"3","1","4","2",2190000,"JA"
"675",98,"3","1","1","1",960000,"JA"
"676",323,"3","3","4","3",2800000,"JA"
"677",65,"2","--","2","--",450000,"JA"
"678",203,"3","3","4","2",3150000,"JA"
"679",85,"2","1","2","1",850000,"JA"
"680",260,"4","1","3","2",2e+06,"JA"
"681",205,"3","1","5","2",2300000,"JA"
"682",95,"2","2","3","1",1300000,"JA"
"683",125,"2","1","3","2",1750000,"JA"
"684",395,"3","3","5","6",9e+06,"JA"
"685",90,"1","1","2","1",1800000,"JA"
"686",136,"3","1","1","1",1500000,"JA"
"687",210,"3","2","3","2",2590000,"JA"
"688",164,"3","1","4","2",1450000,"JA"
"689",215,"3","3","5","2",2400000,"JA"
"690",140,"3","1","3","1",1450000,"JA"
"691",197,"4","2","5","3",2280000,"JA"
"692",230,"3","1","3","2",2400000,"JA"
"693",140,"3","1","3","1",1540000,"JA"
"694",166,"4","1","4","1",2e+06,"JA"
"695",224,"4","2","6","2",2770000,"JA"
"696",125,"3","1","3","1",1650000,"JA"
"697",228,"3","3","4","2",3160000,"JA"
"698",115,"3","1","3","1",1150000,"JA"
"699",183,"3","1","3","3",2100000,"JA"
"700",110,"3","1","3","1",1290000,"JA"
"701",206,"2","1","3","2",2700000,"JA"
"702",115,"3","1","3","1",1770000,"JA"
"703",230,"3","1","4","2",2400000,"JA"
"704",172,"3","1","3","1",1800000,"JA"
"705",160,"3","1","3","2",1580000,"JA"
"706",207,"3","1","4","2",2800000,"JA"
"707",180,"3","1","3","1",1499000,"JA"
"708",163,"3","3","4","2",2490000,"JA"
"709",400,"4","2","6","3",7e+06,"JA"
"710",140,"3","1","4","1",1260000,"JA"
"711",186,"3","--","4","1",1300000,"JA"
"712",218,"3","1","3","1",2500000,"JA"
"713",154,"3","1","4","2",1980000,"JA"
"714",219,"3","2","4","2",3500000,"JA"
"715",302,"3","1","4","2",3900000,"JA"
"716",164,"3","1","3","1",1375000,"JA"
"717",142,"3","1","3","2",1700000,"JA"
"718",96,"3","--","3","1",9e+05,"JA"
"719",307,"4","2","4","2",7e+06,"JA"
"720",220,"3","1","3","2",2750000,"JA"
"721",95,"3","1","3","2",1200000,"JA"
"722",188,"3","1","3","2",2680000,"JA"
"723",130,"3","1","3","1",1650000,"JA"
"724",373,"4","4","10","4",6500000,"JA"
"725",169,"3","1","3","1",1240000,"JA"
"726",158,"3","10","3","1",1500000,"JA"
"727",85,"2","1","2","1",850000,"JA"
"728",150,"3","1","3","2",1740000,"JA"
"729",40,"1","--","1","1",560000,"JA"
"730",130,"3","1","4","2",1450000,"JA"
"731",310,"4","3","4","2",3600000,"JA"
"732",218,"3","3","5","2",3050000,"JA"
"733",182,"3","1","4","2",2650000,"JA"
"734",230,"3","1","3","2",2650000,"JA"
"735",222,"4","3","3","4",2850000,"JA"
"736",85,"3","1","1","1",940000,"JA"
"737",129,"3","1","3","1",1600000,"JA"
"738",163,"3","1","3","2",2200000,"JA"
"739",110,"3","1","2","1",1200000,"JA"
"740",140,"2","1","3","1",1600000,"JA"
"741",110,"3","1","2","1",1290000,"JA"
"742",350,"4","3","6","5",8500000,"JA"
"743",204,"3","1","3","1",2048000,"JA"
"744",99,"2","1","3","1",1330000,"JA"
"745",230,"4","3","6","4",3360000,"JA"
"746",140,"3","1","3","1",1350000,"JA"
"747",135,"3","1","3","1",1420000,"JA"
"748",362,"4","2","3","3",3200000,"JA"
"749",320,"4","2","4","2",3850000,"JA"
"750",46,"1","1","1","1",1061948,"JA"
"751",146,"3","1","3","1",1400000,"JA"
"752",403,"4","4","5","5",10400000,"JA"
"753",187,"3","1","3","2",2600000,"JA"
"754",220,"3","3","6","3",3200000,"JA"
"755",110,"3","1","4","2",1410000,"JA"
"756",114,"2","2","3","1",1790000,"JA"
"757",132,"1","1","2","3",2600000,"JA"
"758",45,"1","1","1","1",1470188,"JA"
"759",139,"3","2","4","2",2015000,"JA"
"760",117,"3","1","3","1",1125000,"JA"
"761",95,"2","2","3","1",1300000,"JA"
"762",110,"3","1","4","1",980000,"JA"
"763",95,"3","1","3","1",990000,"JA"
"764",197,"3","1","4","2",2600000,"JA"
"765",170,"3","2","4","1",2200000,"JA"
"766",117,"3","1","2","1",1580000,"JA"
"767",206,"3","3","4","2",3200000,"JA"
"768",176,"3","2","5","2",2380000,"JA"
"769",106,"3","1","3","1",1300000,"JA"
"770",819,"4","4","7","8",1.4e+07,"JA"
"771",228,"3","1","4","2",3160000,"JA"
"772",169,"3","1","3","2",1950000,"JA"
"773",141,"3","--","3","2",1700000,"JA"
"774",107,"3","1","3","1",1200000,"JA"
"775",136,"3","1","3","1",1600000,"JA"
"776",292,"4","4","4","2",2200000,"JA"
"777",172,"3","1","4","1",1900000,"JA"
"778",375,"4","4","7","5",8e+06,"JA"
"779",120,"3","1","3","1",1300000,"JA"
"780",110,"2","1","4","1",1485000,"JA"
"781",70,"3","--","2","1",1180000,"JA"
"782",88,"2","1","2","2",1650000,"JA"
"783",144,"3","1","3","1",1915000,"JA"
"784",125,"3","1","3","1",1500000,"JA"
"785",203,"3","1","4","2",2350000,"JA"
"786",222,"2","2","3","2",4400000,"JA"
"787",115,"3","1","3","1",1300000,"JA"
"788",170,"3","1","3","1",1850000,"JA"
"789",104,"3","1","2","1",2129000,"JA"
"790",160,"3","1","1","2",1700000,"JA"
"791",136,"3","1","3","3",1870000,"JA"
"792",98,"3","1","3","1",1180000,"JA"
"793",207,"3","3","1","2",3200000,"JA"
"794",191,"4","2","5","4",2700000,"JA"
"795",80,"2","1","2","1",1070000,"JA"
"796",105,"3","1","4","2",1500000,"JA"
"797",81,"2","--","2","1",9e+05,"JA"
"798",126,"3","1","3","1",1588000,"JA"
"799",85,"2","--","2","1",950000,"JA"
"800",35,"1","1","1","1",886344,"JA"
"801",196,"4","2","5","3",2100000,"JA"
"802",100,"3","1","3","1",1060000,"JA"
"803",112,"2","1","3","2",1650000,"JA"
"804",225,"3","3","5","2",3200000,"JA"
"805",155,"3","1","4","1",1850000,"JA"
"806",310,"3","1","4","2",3700000,"JA"
"807",129,"3","1","3","1",1460000,"JA"
"808",172,"3","1","3","1",1720000,"JA"
"809",162,"3","1","4","1",1800000,"JA"
"810",97,"2","1","2","1",1080000,"JA"
"811",156,"2","1","3","2",1850000,"JA"
"812",170,"3","--","3","1",1485000,"JA"
"813",139,"2","1","2","1",1400000,"JA"
"814",80,"2","1","3","1",1252000,"JA"
"815",120,"3","1","3","1",1250000,"JA"
"816",305,"3","3","5","2",4600000,"JA"
"817",94,"3","1","2","1",1350000,"JA"
"818",186,"3","1","3","3",2430000,"JA"
"819",62,"2","1","2","1",1290000,"JA"
"820",160,"3","1","4","1",1580000,"JA"
"821",106,"3","--","2","1",820000,"JA"
"822",262,"4","3","4","3",3e+06,"JA"
"823",142,"3","1","3","2",1700000,"JA"
"824",119,"3","1","3","2",1700000,"JA"
"825",96,"1","1","3","1",990000,"JA"
"826",198,"3","1","3","1",2090000,"JA"
"827",189,"3","1","4","1",1980000,"JA"
"828",225,"4","2","4","3",2990000,"JA"
"829",183,"3","1","4","3",2400000,"JA"
"830",103,"2","2","2","1",1330000,"JA"
"831",30,"1","1","1","1",774354,"JA"
"832",30,"1","1","1","1",774353,"JA"
"833",30,"1","1","1","1",774354,"JA"
"834",30,"1","1","1","1",774353,"JA"
"835",121,"4","1","3","1",1350000,"JA"
"836",143,"3","1","3","1",1100000,"JA"
"837",225,"3","1","2","2",3290000,"JA"
"838",204,"3","1","3","2",2050000,"JA"
"839",219,"3","2","2","1",2300000,"JA"
"840",203,"3","2","5","2",3250000,"JA"
"841",30,"1","1","1","1",730000,"JA"
"842",174,"3","1","4","2",1500000,"JA"
"843",170,"3","1","4","1",1670000,"JA"
"844",128,"3","1","3","1",880000,"JA"
"845",425,"3","1","4","3",5500000,"JA"
"846",75,"2","--","2","1",8e+05,"JA"
"847",222,"4","1","4","2",1975000,"JA"
"848",94,"3","1","3","1",989000,"JA"
"849",210,"3","3","4","3",2100000,"JA"
"850",115,"3","1","3","1",1300000,"JA"
"851",155,"3","1","3","2",1600000,"JA"
"852",203,"3","1","3","2",2100000,"JA"
"853",162,"3","1","4","1",1850000,"JA"
"854",260,"4","1","5","1",2800000,"JA"
"855",310,"4","4","6","3",4750000,"JA"
"856",102,"2","--","2","1",1200000,"JA"
"857",203,"3","1","3","1",2400000,"JA"
"858",230,"2","1","2","2",3200000,"JA"
"859",130,"4","1","1","1",1300000,"JA"
"860",170,"3","1","4","1",1800000,"JA"
"861",100,"2","1","2","--",870000,"JA"
"862",120,"3","1","3","1",1700000,"JA"
"863",460,"4","3","4","2",7500000,"JA"
"864",162,"3","1","4","1",1800000,"JA"
"865",232,"2","2","4","2",2800000,"JA"
"866",120,"3","1","3","1",1050000,"JA"
"867",160,"3","1","3","2",1580000,"JA"
"868",220,"3","1","4","1",2e+06,"JA"
"869",154,"3","1","4","1",1800000,"JA"
"870",176,"3","1","2","2",3035000,"JA"
"871",149,"3","1","4","2",1690000,"JA"
"872",255,"3","3","4","5",5600000,"JA"
"873",100,"2","2","1","1",1300000,"JA"
"874",735,"5","5","8","8",3.5e+07,"JA"
"875",315,"4","4","6","4",8e+06,"JA"
"876",189,"3","1","3","1",2100000,"JA"
"877",402,"4","2","5","3",4e+06,"JA"
"878",146,"3","1","3","1",1650000,"JA"
"879",210,"3","3","3","3",3600000,"JA"
"880",222,"2","2","3","2",4400000,"JA"
"881",209,"2","2","4","4",6e+06,"JA"
"882",30,"1","1","1","1",774353,"JA"
"883",260,"3","1","4","3",4500000,"JA"
"884",154,"3","1","3","1",1800000,"JA"
"885",95,"3","1","2","1",1190000,"JA"
"886",123,"3","2","3","1",1748000,"JA"
"887",220,"3","1","3","1",2e+06,"JA"
"888",200,"3","3","5","3",1988000,"JA"
"889",269,"3","3","4","3",2999990,"JA"
"890",115,"3","1","3","1",1335000,"JA"
"891",80,"2","1","2","1",1070000,"JA"
"892",115,"3","1","3","1",1140000,"JA"
"893",183,"3","1","2","3",2400000,"JA"
"894",162,"3","1","4","1",1800000,"JA"
"895",112,"3","1","3","2",1630000,"JA"
"896",93,"2","1","2","--",9e+05,"JA"
"897",150,"3","1","2","3",2790000,"JA"
"898",221,"4","1","4","3",3e+06,"JA"
"899",87,"2","1","1","1",880000,"JA"
"900",71,"1","1","1","1",1300000,"JA"
"901",190,"3","3","5","2",2250000,"JA"
"902",270,"3","3","5","2",3480000,"JA"
"903",129,"3","1","2","1",1500000,"JA"
"904",96,"2","--","2","1",1100000,"JA"
"905",220,"4","2","6","3",2780000,"JA"
"906",120,"3","1","1","2",1700000,"JA"
"907",225,"4","3","5","3",2800000,"JA"
"908",230,"3","3","5","3",3790000,"JA"
"909",153,"3","1","3","1",2150000,"JA"
"910",159,"2","2","4","2",1600000,"JA"
"911",86,"2","2","2","1",1146000,"JA"
"912",325,"4","3","6","3",7500000,"JA"
"913",76,"2","1","2","1",780000,"JA"
"914",207,"3","1","4","2",2200000,"JA"
"915",290,"4","4","5","2",2150000,"JA"
"916",225,"4","1","3","2",1890000,"JA"
"917",190,"3","1","3","2",2150000,"JA"
"918",450,"3","3","6","3",11800000,"JA"
"919",380,"4","4","7","5",7e+06,"JA"
"920",255,"3","3","4","5",5800000,"JA"
"921",169,"3","1","3","1",1800000,"JA"
"922",225,"4","1","4","2",1800000,"JA"
"923",138,"3","1","3","1",1500000,"JA"
"924",156,"3","1","2","2",2290000,"JA"
"925",216,"3","2","4","2",4e+06,"JA"
"926",136,"3","1","4","2",1800000,"JA"
"927",136,"3","1","3","3",1870000,"JA"
"928",137,"3","1","2","1",1280000,"JA"
"929",250,"3","1","4","2",3300000,"JA"
"930",160,"3","1","3","2",1580000,"JA"
"931",150,"3","2","3","1",1915000,"JA"
"932",144,"3","1","4","1",1915000,"JA"
"933",220,"3","1","4","2",2850000,"JA"
"934",228,"3","1","4","1",2200000,"JA"
"935",204,"3","1","4","2",3800000,"JA"
"936",207,"3","1","4","2",2200000,"JA"
"937",208,"3","2","4","2",2700000,"JA"
"938",154,"3","1","3","1",1600000,"JA"
"939",106,"2","1","2","1",1400000,"JA"
"940",111,"2","1","3","1",1485000,"JA"
"941",158,"3","1","3","1",1690000,"JA"
"942",208,"3","2","4","2",2550000,"JA"
"943",154,"3","1","3","1",1800000,"JA"
"944",155,"3","3","5","2",2500000,"JA"
"945",174,"3","1","2","1",2400000,"JA"
"946",286,"3","3","5","2",4390000,"JA"
"947",180,"3","1","2","1",1500000,"JA"
"948",192,"2","2","3","2",2990000,"JA"
"949",110,"1","1","--","1",1480000,"JA"
"950",110,"3","1","3","1",1200000,"JA"
"951",95,"2","2","3","1",1300000,"JA"
"952",125,"3","1","3","1",1650000,"JA"
"953",88,"2","--","2","1",1060000,"JA"
"954",76,"2","--","1","1",649000,"JA"
"955",78,"2","--","1","1",780000,"JA"
"956",166,"3","3","4","1",1750000,"JA"
"957",300,"3","1","1","2",3500000,"JA"
"958",178,"3","1","3","1",1800000,"JA"
"959",115,"3","1","4","2",1850000,"JA"
"960",223,"3","3","4","2",2640000,"JA"
"961",460,"4","2","6","4",5700000,"JA"
"962",145,"3","1","3","2",1590000,"JA"
"963",85,"3","1","3","1",950000,"JA"
"964",420,"3","1","5","4",1.2e+07,"JA"
"965",210,"3","3","3","3",2500000,"JA"
"966",190,"3","1","3","1",2200000,"JA"
"967",320,"4","4","6","3",2900000,"JA"
"968",165,"3","1","3","1",1850000,"JA"
"969",140,"3","1","4","1",1450000,"JA"
"970",130,"3","1","2","1",1450000,"JA"
"971",162,"3","--","3","1",1380000,"JA"
"972",130,"3","1","1","1",1500000,"JA"
"973",90,"2","1","3","1",1300000,"JA"
"974",125,"3","2","4","1",1990000,"JA"
"975",115,"3","1","3","1",1350000,"JA"
"976",212,"3","1","4","2",2e+06,"JA"
"977",118,"3","1","3","1",1580000,"JA"
"978",122,"3","1","3","2",1700000,"JA"
"979",220,"3","1","4","2",2200000,"JA"
"980",207,"3","1","3","2",2300000,"JA"
"981",310,"4","4","6","3",4725000,"JA"
"982",140,"3","1","3","1",1500000,"JA"
"983",180,"3","--","4","3",2968000,"JA"
"984",119,"3","1","3","1",1250000,"JA"
"985",144,"3","1","3","2",1350000,"JA"
"986",135,"2","2","3","3",2300000,"JA"
"987",205,"4","3","5","4",4500000,"JA"
"988",203,"3","1","4","1",1650000,"JA"
"989",128,"2","1","3","1",1850000,"JA"
"990",148,"3","1","3","1",1490000,"JA"
"991",96,"3","--","3","1",830000,"JA"
"992",185,"4","1","6","1",2300000,"JA"
"993",120,"3","1","3","1",1050000,"JA"
"994",50,"1","--","1","--",585000,"JA"
"995",110,"3","1","4","2",1410000,"JA"
"996",162,"3","1","1","1",1680000,"JA"
"997",141,"3","1","3","2",1700000,"JA"
"998",149,"2","1","3","1",1690000,"JA"
"999",207,"3","1","3","2",2100000,"JA"
"1000",140,"3","1","1","2",1676000,"JA"
"1001",202,"3","--","3","1",1800000,"JA"
"1002",180,"4","1","3","2",1800000,"JA"
"1003",230,"3","3","4","3",3790000,"JA"
"1004",103,"2","1","3","1",1100000,"JA"
"1005",122,"3","1","3","1",1200000,"JA"
"1006",210,"3","--","2","2",2280000,"JA"
"1007",80,"2","--","1","--",760000,"JA"
"1008",103,"2","2","3","1",1350000,"JA"
"1009",115,"2","2","4","1",1700000,"JA"
"1010",88,"2","--","2","1",1290000,"JA"
"1011",116,"2","2","2","2",2e+06,"JA"
"1012",205,"3","1","3","2",2200000,"JA"
"1013",152,"3","1","3","1",1850000,"JA"
"1014",176,"4","4","4","3",2100000,"JA"
"1015",159,"3","--","3","1",1700000,"JA"
"1016",185,"3","2","4","1",2400000,"JA"
"1017",275,"3","1","2","2",3800000,"JA"
"1018",47,"2","1","2","1",670000,"JA"
"1019",172,"3","2","3","2",2100000,"JA"
"1020",174,"3","2","3","3",3500000,"JA"
"1021",181,"3","1","3","3",2650000,"JA"
"1022",346,"4","4","6","6",7995000,"JA"
"1023",90,"1","1","1","2",1590000,"JA"
"1024",290,"4","2","1","2",4790000,"JA"
"1025",226,"3","1","3","2",2200000,"JA"
"1026",198,"3","1","4","2",2350000,"JA"
"1027",96,"3","1","3","1",1050000,"JA"
"1028",455,"4","3","6","3",5700000,"JA"
"1029",119,"3","1","3","2",1700000,"JA"
"1030",170,"3","3","5","2",1850000,"JA"
"1031",115,"3","1","3","1",1350000,"JA"
"1032",216,"2","2","4","2",2800000,"JA"
"1033",86,"1","1","1","2",1380000,"JA"
"1034",237,"4","1","4","1",1690000,"JA"
"1035",200,"3","1","3","1",1900000,"JA"
"1036",195,"2","2","2","1",4e+06,"JA"
"1037",335,"5","3","5","3",5800000,"JA"
"1038",275,"4","3","4","3",4500000,"JA"
"1039",210,"4","3","5","4",3900000,"JA"
"1040",150,"2","2","3","3",1590000,"JA"
"1041",469,"4","4","5","4",6500000,"JA"
"1042",307,"3","3","4","3",3900000,"JA"
"1043",163,"2","1","2","1",1800000,"JA"
"1044",153,"1","1","3","2",1900000,"JA"
"1045",97,"2","--","2","--",9e+05,"JA"
"1046",209,"4","3","4","4",3900000,"JA"
"1047",120,"3","1","4","2",1500000,"JA"
"1048",207,"3","1","3","2",2750000,"JA"
"1049",130,"3","1","1","2",1450000,"JA"
"1050",84,"2","2","3","--",850000,"JA"
"1051",156,"3","3","4","3",2600000,"JA"
"1052",235,"3","1","4","1",2300000,"JA"
"1053",212,"3","1","3","2",2100000,"JA"
"1054",190,"2","2","5","2",2100000,"JA"
"1055",111,"2","1","2","1",1350000,"JA"
"1056",120,"3","1","3","2",1650000,"JA"
"1057",268,"4","2","4","3",2700000,"JA"
"1058",455,"3","3","4","3",5700000,"JA"
"1059",116,"2","1","3","1",1500000,"JA"
"1060",186,"3","3","5","1",1600000,"JA"
"1061",162,"3","1","3","1",1500000,"JA"
"1062",323,"4","2","5","3",2400000,"JA"
"1063",183,"3","1","3","1",1700000,"JA"
"1064",148,"4","1","4","1",1600000,"JA"
"1065",157,"3","3","5","4",2180000,"JA"
"1066",300,"3","1","3","2",4e+06,"JA"
"1067",159,"2","2","4","2",1680000,"JA"
"1068",207,"2","1","2","2",2390000,"JA"
"1069",120,"3","1","3","1",1e+06,"JA"
"1070",189,"3","1","2","1",1980000,"JA"
"1071",168,"4","1","4","2",2340000,"JA"
"1072",212,"3","1","4","2",2770000,"JA"
"1073",220,"3","1","4","2",2400000,"JA"
"1074",88,"2","--","2","1",1060000,"JA"
"1075",220,"4","1","3","2",2e+06,"JA"
"1076",156,"4","3","1","3",3850000,"JA"
"1077",314,"4","2","3","2",4895000,"JA"
"1078",250,"3","3","4","2",3990000,"JA"
"1079",207,"3","1","3","2",2300000,"JA"
"1080",460,"4","4","7","6",9500000,"JA"
"1081",190,"3","1","4","1",1980000,"JA"
"1082",120,"3","1","3","1",1150000,"JA"
"1083",271,"3","1","2","2",3300000,"JA"
"1084",162,"3","1","1","1",1750000,"JA"
"1085",209,"3","3","5","4",3900000,"JA"
"1086",90,"2","--","2","--",1100000,"JA"
"1087",230,"4","3","4","4",3360000,"JA"
"1088",230,"2","2","3","2",3490000,"JA"
"1089",119,"3","1","3","1",960000,"JA"
"1090",260,"3","1","3","2",2600000,"JA"
"1091",151,"3","--","3","1",1700000,"JA"
"1092",117,"3","1","3","1",1100000,"JA"
"1093",155,"3","1","4","1",1850000,"JA"
"1094",76,"2","--","2","1",790000,"JA"
"1095",205,"3","1","4","2",2200000,"JA"
"1096",120,"3","1","3","1",1600000,"JA"
"1097",156,"3","1","3","2",2290000,"JA"
"1098",270,"2","2","4","2",4500000,"JA"
"1099",364,"4","2","3","3",4300000,"JA"
"1100",162,"3","1","4","1",1800000,"JA"
"1101",216,"3","2","5","2",2700000,"JA"
"1102",400,"4","4","5","4",5900000,"JA"
"1103",205,"4","2","4","4",4635000,"JA"
"1104",213,"3","1","3","1",2850000,"JA"
"1105",80,"2","1","2","--",650000,"JA"
"1106",195,"4","2","5","2",1850000,"JA"
"1107",120,"3","1","2","1",1e+06,"JA"
"1108",220,"4","1","3","2",1850000,"JA"
"1109",117,"3","1","3","1",1270000,"JA"
"1110",330,"4","2","3","3",2800000,"JA"
"1111",240,"3","1","4","2",2800000,"JA"
"1112",291,"4","3","5","3",4800000,"JA"
"1113",150,"4","1","3","1",1600000,"JA"
"1114",122,"3","1","4","2",1700000,"JA"
"1115",181,"3","1","5","3",2400000,"JA"
"1116",200,"3","3","5","3",2100000,"JA"
"1117",158,"3","--","3","1",1500000,"JA"
"1118",107,"3","1","3","1",1200000,"JA"
"1119",90,"2","--","1","1",1050000,"JA"
"1120",285,"4","2","3","3",5500000,"JA"
"1121",120,"2","--","2","1",1300000,"JA"
"1122",95,"2","2","4","1",1300000,"JA"
"1123",362,"4","2","5","3",3200000,"JA"
"1124",160,"3","1","3","2",1580000,"JA"
"1125",180,"3","1","4","2",2e+06,"JA"
"1126",180,"3","1","3","1",1499000,"JA"
"1127",190,"3","1","3","1",2200000,"JA"
"1128",303,"4","1","4","3",4e+06,"JA"
"1129",153,"3","1","3","1",2150000,"JA"
"1130",170,"4","3","4","2",3200000,"JA"
"1131",200,"3","1","2","2",2700000,"JA"
"1132",263,"4","4","6","3",4200000,"JA"
"1133",90,"2","1","3","1",868000,"JA"
"1134",84,"2","2","4","--",850000,"JA"
"1135",226,"3","1","3","2",2200000,"JA"
"1136",186,"3","1","3","1",2700000,"JA"
"1137",220,"3","1","4","2",2750000,"JA"
"1138",260,"3","2","4","3",3600000,"JA"
"1139",124,"1","1","1","2",1680000,"JA"
"1140",98,"2","--","2","--",1050000,"JA"
"1141",202,"3","--","3","1",1800000,"JA"
"1142",225,"3","1","3","3",2800000,"JA"
"1143",75,"2","--","2","1",990000,"JA"
"1144",354,"4","2","5","3",4498000,"JA"
"1145",208,"3","3","5","3",1988000,"JA"
"1146",95,"3","1","3","1",1200000,"JA"
"1147",179,"3","1","3","1",1650000,"JA"
"1148",316,"4","4","5","5",7900000,"JA"
"1149",170,"3","1","4","1",1800000,"JA"
"1150",203,"3","3","5","2",3290000,"JA"
"1151",195,"3","--","3","2",2500000,"JA"
"1152",110,"2","1","3","1",1400000,"JA"
"1153",176,"3","3","5","3",2200000,"JA"
"1154",204,"3","3","4","2",2500000,"JA"
"1155",228,"3","1","2","2",3160000,"JA"
"1156",79,"1","1","2","1",850000,"JA"
"1157",300,"3","1","1","3",3500000,"JA"
"1158",163,"3","3","4","2",2470000,"JA"
